ID,Year,Location,Question,Value,Sample_Size,Total,Age,Education,Gender,Income,Race/Ethnicity
10649,2018,Alaska,Percent of adults aged 18 years and older who have obesity,26.7,261.0,,,,,"$35,000 - $49,999",
10650,2018,Idaho,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
10652,2018,Illinois,Percent of adults aged 18 years and older who have obesity,42.5,648.0,,,,,,Non-Hispanic Black
10657,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,38.4,697.0,,,Less than high school,,,
10659,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10660,2018,Montana,Percent of adults aged 18 years and older who have obesity,25.4,1112.0,,,,,"$75,000 or greater",
10661,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,29.3,1940.0,,,,,"$75,000 or greater",
10665,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,30.7,607.0,,,,,"$35,000 - $49,999",
10668,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,28.5,72.0,,,,,,Other
10676,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,34.5,6334.0,,,,Male,,
10678,2018,Missouri,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
10683,2018,Virginia,Percent of adults aged 18 years and older who have obesity,25.2,4093.0,,,College graduate,,,
10686,2014,Wyoming,Percent of adults aged 18 years and older who have obesity,38.9,388.0,,,,,"Less than $15,000",
10693,2014,Arkansas,Percent of adults aged 18 years and older who have obesity,35.8,1841.0,,,,Male,,
10694,2018,California,Percent of adults aged 18 years and older who have obesity,31.4,1429.0,,,,,"Less than $15,000",
10695,2018,Texas,Percent of adults aged 18 years and older who have obesity,10.1,215.0,,,,,,Asian
10701,2018,Kansas,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10704,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,36.7,2043.0,,55 - 64,,,,
10707,2018,Maine,Percent of adults aged 18 years and older who have obesity,20.5,295.0,,18 - 24,,,,
10708,2012,North Dakota,Percent of adults aged 18 years and older who have obesity,37.1,525.0,,35 - 44,,,,
10715,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,37.4,1517.0,,,Some college or technical school,,,
10718,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,32.3,420.0,,,,,"Less than $15,000",
10719,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,31.1,3123.0,,,,Male,,
10720,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
10721,2018,Arizona,Percent of adults aged 18 years and older who have obesity,48.6,606.0,,,,,,American Indian/Alaska Native
10731,2018,Arizona,Percent of adults aged 18 years and older who have obesity,33.2,721.0,,,,,"$25,000 - $34,999",
10732,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,33.9,230.0,,,,,,Hispanic
10734,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,8.3,69.0,,,,,,Asian
10740,2012,Utah,Percent of adults aged 18 years and older who have obesity,26.3,684.0,,,,,,Hispanic
10743,2018,Delaware,Percent of adults aged 18 years and older who have obesity,37.7,327.0,,,,,"Less than $15,000",
10744,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,39.5,2569.0,,,,Female,,
10753,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,32.5,1073.0,,,High school graduate,,,
10756,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,21.2,1884.0,,,,Male,,
10770,2018,Maine,Percent of adults aged 18 years and older who have obesity,19.9,104.0,,,,,,Hispanic
10777,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,35.8,193.0,,,,,,Non-Hispanic Black
10784,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,40.5,1273.0,,,Some college or technical school,,,
10790,2014,North Dakota,Percent of adults aged 18 years and older who have obesity,42.6,798.0,,35 - 44,,,,
10792,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,38.1,596.0,,,,,"$15,000 - $24,999",
10794,2018,Indiana,Percent of adults aged 18 years and older who have obesity,38.0,123.0,,,,,,2 or more races
10802,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,34.5,79.0,,,,,,Non-Hispanic Black
10804,2014,Indiana,Percent of adults aged 18 years and older who have obesity,34.7,1753.0,,,,,"$15,000 - $24,999",
10805,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,32.1,1396.0,,25 - 34,,,,
10806,2013,Texas,Percent of adults aged 18 years and older who have obesity,30.6,1188.0,,25 - 34,,,,
10813,2013,Georgia,Percent of adults aged 18 years and older who have obesity,38.3,1939.0,,,,,,Non-Hispanic Black
10817,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,34.4,565.0,,35 - 44,,,,
10824,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,29.4,1133.0,,,High school graduate,,,
10825,2018,Utah,Percent of adults aged 18 years and older who have obesity,29.5,1127.0,,,,,"$35,000 - $49,999",
10836,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,"$15,000 - $24,999",
10837,2018,Montana,Percent of adults aged 18 years and older who have obesity,27.8,2333.0,,,,Male,,
10849,2011,West Virginia,Percent of adults aged 18 years and older who have obesity,29.6,1037.0,,,College graduate,,,
10852,2018,Maryland,Percent of adults aged 18 years and older who have obesity,35.8,1512.0,,,,,"$35,000 - $49,999",
10856,2018,Michigan,Percent of adults aged 18 years and older who have obesity,35.7,1146.0,,35 - 44,,,,
10866,2018,Alabama,Percent of adults aged 18 years and older who have obesity,37.2,87.0,,,,,,2 or more races
10867,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.9,2881.0,,,,Male,,
10870,2011,Maryland,Percent of adults aged 18 years and older who have obesity,32.0,1445.0,,35 - 44,,,,
10875,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,26.4,552.0,,,,,"$35,000 - $49,999",
10881,2012,Maryland,Percent of adults aged 18 years and older who have obesity,28.7,7188.0,,,,Female,,
10886,2018,Washington,Percent of adults aged 18 years and older who have obesity,15.2,620.0,,18 - 24,,,,
10898,2018,Oregon,Percent of adults aged 18 years and older who have obesity,36.5,409.0,,,,,"Less than $15,000",
10899,2018,Virginia,Percent of adults aged 18 years and older who have obesity,30.0,998.0,,25 - 34,,,,
10900,2014,Arizona,Percent of adults aged 18 years and older who have obesity,32.1,4149.0,,,Some college or technical school,,,
10902,2018,Florida,Percent of adults aged 18 years and older who have obesity,33.2,2641.0,,55 - 64,,,,
10905,2018,Nevada,Percent of adults aged 18 years and older who have obesity,31.3,564.0,,55 - 64,,,,
10909,2017,Utah,Percent of adults aged 18 years and older who have obesity,33.7,1568.0,,55 - 64,,,,
10910,2018,National,Percent of adults aged 18 years and older who have obesity,27.4,117780.0,,,,,"$75,000 or greater",
10913,2011,California,Percent of adults aged 18 years and older who have obesity,17.5,1090.0,,,,,Data not reported,
10914,2018,Colorado,Percent of adults aged 18 years and older who have obesity,22.5,3070.0,,,,,"$75,000 or greater",
10919,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,39.6,579.0,,,,,"$50,000 - $74,999",
10920,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,42.0,234.0,,,Less than high school,,,
10922,2018,Indiana,Percent of adults aged 18 years and older who have obesity,38.0,658.0,,35 - 44,,,,
10931,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,34.1,13669.0,Total,,,,,
10932,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,34.0,1726.0,,65 or older,,,,
10935,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,30.1,1149.0,,,,,"$75,000 or greater",
10936,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,36.1,1018.0,,55 - 64,,,,
10942,2018,New York,Percent of adults aged 18 years and older who have obesity,30.5,4191.0,,,,,"$50,000 - $74,999",
10943,2012,New Mexico,Percent of adults aged 18 years and older who have obesity,29.5,2328.0,,,Some college or technical school,,,
10946,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
10947,2018,Colorado,Percent of adults aged 18 years and older who have obesity,6.4,118.0,,,,,,Asian
10949,2018,Washington,Percent of adults aged 18 years and older who have obesity,29.4,9751.0,,,,,,Non-Hispanic White
10951,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,10.9,204.0,,,,,,Asian
10956,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,37.8,755.0,,,,,"Less than $15,000",
10959,2018,Vermont,Percent of adults aged 18 years and older who have obesity,,,,,,,,Non-Hispanic Black
10960,2018,Georgia,Percent of adults aged 18 years and older who have obesity,31.6,3736.0,,,,Male,,
10962,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,31.1,2453.0,,,,Male,,
10963,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,29.5,4218.0,,,College graduate,,,
10964,2018,Iowa,Percent of adults aged 18 years and older who have obesity,41.0,1056.0,,,,,"$15,000 - $24,999",
10966,2018,Guam,Percent of adults aged 18 years and older who have obesity,34.1,138.0,,,,,,Hispanic
10969,2018,Missouri,Percent of adults aged 18 years and older who have obesity,39.7,476.0,,,,,"Less than $15,000",
10970,2018,Virginia,Percent of adults aged 18 years and older who have obesity,36.6,607.0,,,,,"Less than $15,000",
10975,2018,Alabama,Percent of adults aged 18 years and older who have obesity,19.3,279.0,,18 - 24,,,,
10976,2013,Nebraska,Percent of adults aged 18 years and older who have obesity,37.5,3584.0,,55 - 64,,,,
10977,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,27.1,772.0,,25 - 34,,,,
10978,2018,Texas,Percent of adults aged 18 years and older who have obesity,36.1,2429.0,,,High school graduate,,,
10980,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,29.5,421.0,,,,,"$25,000 - $34,999",
10981,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,30.6,286.0,,,,,,Hispanic
10982,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
10986,2018,Guam,Percent of adults aged 18 years and older who have obesity,36.0,206.0,,25 - 34,,,,
10989,2013,Georgia,Percent of adults aged 18 years and older who have obesity,36.7,69.0,,,,,,Other
10991,2018,Virginia,Percent of adults aged 18 years and older who have obesity,22.5,1270.0,,,,,Data not reported,
10994,2018,Georgia,Percent of adults aged 18 years and older who have obesity,30.2,533.0,,,,,,Hispanic
10997,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,33.8,55.0,,,,,,2 or more races
11001,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,9.5,98.0,,,,,,Asian
11002,2018,Alaska,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
11004,2013,Delaware,Percent of adults aged 18 years and older who have obesity,19.1,71.0,,,,,,Other
11008,2015,New Jersey,Percent of adults aged 18 years and older who have obesity,32.6,641.0,,,Less than high school,,,
11010,2018,Iowa,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
11011,2015,District of Columbia,Percent of adults aged 18 years and older who have obesity,19.8,233.0,,,,,"$25,000 - $34,999",
11012,2012,Louisiana,Percent of adults aged 18 years and older who have obesity,44.5,1398.0,,,,,"Less than $15,000",
11014,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,30.4,612.0,,,,,Data not reported,
11015,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,32.1,722.0,,,,,"$15,000 - $24,999",
11016,2018,Florida,Percent of adults aged 18 years and older who have obesity,24.4,177.0,,,,,,American Indian/Alaska Native
11019,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,38.2,1235.0,,,Some college or technical school,,,
11022,2018,Georgia,Percent of adults aged 18 years and older who have obesity,43.2,702.0,,,,,"Less than $15,000",
11023,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,39.4,3052.0,,,,Female,,
11024,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,31.9,1858.0,,,,,"$35,000 - $49,999",
11026,2011,Illinois,Percent of adults aged 18 years and older who have obesity,26.5,3166.0,,,,Female,,
11027,2018,Kansas,Percent of adults aged 18 years and older who have obesity,39.5,2030.0,,55 - 64,,,,
11029,2018,Vermont,Percent of adults aged 18 years and older who have obesity,21.9,69.0,,,,,,Hispanic
11031,2018,Texas,Percent of adults aged 18 years and older who have obesity,39.6,1007.0,,,Less than high school,,,
11032,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,36.8,4720.0,Total,,,,,
11038,2015,Washington,Percent of adults aged 18 years and older who have obesity,28.0,1528.0,,35 - 44,,,,
11041,2018,Delaware,Percent of adults aged 18 years and older who have obesity,51.2,75.0,,,,,,2 or more races
11042,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,39.7,637.0,,,,,"$35,000 - $49,999",
11047,2018,Maine,Percent of adults aged 18 years and older who have obesity,29.0,1692.0,,,,,Data not reported,
11048,2018,California,Percent of adults aged 18 years and older who have obesity,33.3,3544.0,,,,,,Hispanic
11051,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,31.8,546.0,,55 - 64,,,,
11052,2014,Alabama,Percent of adults aged 18 years and older who have obesity,40.6,1406.0,,,,,"$15,000 - $24,999",
11057,2018,Indiana,Percent of adults aged 18 years and older who have obesity,39.3,214.0,,,,,,Hispanic
11063,2018,Texas,Percent of adults aged 18 years and older who have obesity,30.6,2999.0,,,,,"$75,000 or greater",
11067,2018,Guam,Percent of adults aged 18 years and older who have obesity,30.3,203.0,,,,,"Less than $15,000",
11069,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,32.8,2097.0,,,,Male,,
11070,2018,Colorado,Percent of adults aged 18 years and older who have obesity,23.6,976.0,,,,,"$35,000 - $49,999",
11072,2018,Montana,Percent of adults aged 18 years and older who have obesity,28.5,1466.0,,,Some college or technical school,,,
11073,2015,South Dakota,Percent of adults aged 18 years and older who have obesity,28.6,2220.0,,,College graduate,,,
11075,2018,Colorado,Percent of adults aged 18 years and older who have obesity,21.8,4115.0,,,,Male,,
11079,2018,Iowa,Percent of adults aged 18 years and older who have obesity,41.4,1302.0,,45 - 54,,,,
11082,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,29.7,606.0,,,,,Data not reported,
11084,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,27.1,2764.0,,,,Female,,
