,Year,Location,Question,Value,Sample_Size,Total,Age,Education,Gender,Income,Race/Ethnicity
3724,2018,Maryland,Percent of adults aged 18 years and older who have obesity,35.2,1559.0,,,,,"$15,000 - $24,999",
3725,2018,Oregon,Percent of adults aged 18 years and older who have obesity,34.8,427.0,,,,,,Hispanic
3726,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,36.2,826.0,,,,,"$50,000 - $74,999",
3728,2018,Michigan,Percent of adults aged 18 years and older who have obesity,18.9,772.0,,18 - 24,,,,
3729,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,27.5,723.0,,,,,Data not reported,
3730,2018,Oregon,Percent of adults aged 18 years and older who have obesity,35.8,1017.0,,55 - 64,,,,
3731,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,28.2,1190.0,,,,,"$75,000 or greater",
3732,2018,Washington,Percent of adults aged 18 years and older who have obesity,32.6,296.0,,,,,,2 or more races
3733,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3734,2018,Missouri,Percent of adults aged 18 years and older who have obesity,29.3,1873.0,,,College graduate,,,
3735,2018,Iowa,Percent of adults aged 18 years and older who have obesity,34.6,4229.0,,,,Female,,
3736,2018,Washington,Percent of adults aged 18 years and older who have obesity,32.7,3646.0,,,Some college or technical school,,,
3737,2018,California,Percent of adults aged 18 years and older who have obesity,22.8,5129.0,,,,,,Non-Hispanic White
3738,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3739,2018,Virginia,Percent of adults aged 18 years and older who have obesity,37.6,1568.0,,45 - 54,,,,
3740,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,33.9,2216.0,,,,Female,,
3741,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,30.0,4879.0,,,,,,Non-Hispanic White
3742,2018,Nevada,Percent of adults aged 18 years and older who have obesity,33.9,965.0,,,Some college or technical school,,,
3743,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,35.9,593.0,,,,,"$35,000 - $49,999",
3744,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,26.9,1814.0,,25 - 34,,,,
3745,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,40.2,1050.0,,55 - 64,,,,
3746,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,30.5,1294.0,,,Some college or technical school,,,
3747,2018,Nevada,Percent of adults aged 18 years and older who have obesity,33.5,500.0,,,,,,Hispanic
3748,2018,New York,Percent of adults aged 18 years and older who have obesity,24.7,5382.0,,,,,Data not reported,
3749,2018,Colorado,Percent of adults aged 18 years and older who have obesity,24.4,61.0,,,,,,American Indian/Alaska Native
3750,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,39.5,4622.0,Total,,,,,
3751,2018,Florida,Percent of adults aged 18 years and older who have obesity,37.7,216.0,,,,,,2 or more races
3752,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,36.1,4324.0,,,High school graduate,,,
3753,2018,Illinois,Percent of adults aged 18 years and older who have obesity,37.6,689.0,,35 - 44,,,,
3754,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,30.7,445.0,,,,,"$25,000 - $34,999",
3755,2018,Iowa,Percent of adults aged 18 years and older who have obesity,34.0,2727.0,,65 or older,,,,
3757,2018,Missouri,Percent of adults aged 18 years and older who have obesity,37.8,1144.0,,55 - 64,,,,
3758,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,27.1,399.0,,,,,"$50,000 - $74,999",
3760,2018,Alaska,Percent of adults aged 18 years and older who have obesity,29.9,1341.0,,,,Male,,
3762,2018,Guam,Percent of adults aged 18 years and older who have obesity,32.3,307.0,,45 - 54,,,,
3763,2018,Virginia,Percent of adults aged 18 years and older who have obesity,35.2,2061.0,,55 - 64,,,,
3764,2018,Indiana,Percent of adults aged 18 years and older who have obesity,37.4,960.0,,,,,"$15,000 - $24,999",
3765,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,23.5,1104.0,,,,,Data not reported,
3766,2018,Virginia,Percent of adults aged 18 years and older who have obesity,40.2,1486.0,,,,,,Non-Hispanic Black
3767,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,33.5,900.0,,,,,"$75,000 or greater",
3768,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,30.2,1923.0,,,,Male,,
3769,2018,Georgia,Percent of adults aged 18 years and older who have obesity,32.5,8231.0,Total,,,,,
3771,2018,Illinois,Percent of adults aged 18 years and older who have obesity,39.6,693.0,,,,,"$15,000 - $24,999",
3772,2018,Arizona,Percent of adults aged 18 years and older who have obesity,23.5,2713.0,,,College graduate,,,
3773,2018,Delaware,Percent of adults aged 18 years and older who have obesity,33.5,539.0,,,,,"$35,000 - $49,999",
3774,2018,New York,Percent of adults aged 18 years and older who have obesity,30.7,4506.0,,,,,"$15,000 - $24,999",
3775,2018,Montana,Percent of adults aged 18 years and older who have obesity,27.8,641.0,,,,,"$35,000 - $49,999",
3777,2018,Alaska,Percent of adults aged 18 years and older who have obesity,25.2,292.0,,,,,"$15,000 - $24,999",
3778,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,35.5,646.0,,,,,"$35,000 - $49,999",
3779,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,32.2,616.0,,,,,"$25,000 - $34,999",
3780,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,21.1,240.0,,18 - 24,,,,
3781,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,37.4,184.0,,,,,,Non-Hispanic Black
3782,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,19.0,429.0,,25 - 34,,,,
3783,2018,Utah,Percent of adults aged 18 years and older who have obesity,32.8,1580.0,,55 - 64,,,,
3784,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,34.0,806.0,,45 - 54,,,,
3785,2018,Ohio,Percent of adults aged 18 years and older who have obesity,34.3,6672.0,,,,Female,,
3787,2018,Virginia,Percent of adults aged 18 years and older who have obesity,32.8,2324.0,,,High school graduate,,,
3789,2018,Kansas,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3790,2018,Texas,Percent of adults aged 18 years and older who have obesity,33.3,1039.0,,,,,"$35,000 - $49,999",
3791,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3792,2018,Texas,Percent of adults aged 18 years and older who have obesity,39.6,893.0,,,,,,Non-Hispanic Black
3793,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,31.2,2254.0,,55 - 64,,,,
3794,2018,Kansas,Percent of adults aged 18 years and older who have obesity,38.0,466.0,,,,,,Hispanic
3795,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,27.3,154.0,,,,,,2 or more races
3797,2018,Arizona,Percent of adults aged 18 years and older who have obesity,26.6,1140.0,,,,,Data not reported,
3798,2018,Missouri,Percent of adults aged 18 years and older who have obesity,52.5,50.0,,,,,,American Indian/Alaska Native
3799,2018,Nevada,Percent of adults aged 18 years and older who have obesity,34.6,287.0,,,,,"$25,000 - $34,999",
3800,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3801,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,28.4,3729.0,,,,,,Non-Hispanic White
3802,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,27.6,1338.0,,65 or older,,,,
3803,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3804,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,24.2,241.0,,18 - 24,,,,
3805,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,34.2,2608.0,,,,Female,,
3806,2018,Michigan,Percent of adults aged 18 years and older who have obesity,29.7,2918.0,,,,,"$75,000 or greater",
3807,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,36.9,2183.0,,,,,"$50,000 - $74,999",
3809,2018,Illinois,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3810,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,39.5,227.0,,,Less than high school,,,
3811,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,40.3,978.0,,55 - 64,,,,
3812,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3813,2018,National,Percent of adults aged 18 years and older who have obesity,24.7,150949.0,,,College graduate,,,
3814,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,31.2,484.0,,,,,"$25,000 - $34,999",
3815,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,34.3,2202.0,,65 or older,,,,
3816,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,46.1,749.0,,,,,"Less than $15,000",
3818,2018,Maine,Percent of adults aged 18 years and older who have obesity,33.3,1376.0,,,,,"$35,000 - $49,999",
3819,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,40.2,958.0,,35 - 44,,,,
3820,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,17.5,2082.0,,,,,,Asian
3821,2018,National,Percent of adults aged 18 years and older who have obesity,39.9,32628.0,,,,,,Non-Hispanic Black
3822,2018,Indiana,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3823,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,41.0,1845.0,,45 - 54,,,,
3824,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,24.3,3154.0,,,,Female,,
3825,2018,Missouri,Percent of adults aged 18 years and older who have obesity,40.7,102.0,,,,,,2 or more races
3826,2018,Utah,Percent of adults aged 18 years and older who have obesity,40.7,91.0,,,,,,2 or more races
3829,2018,Colorado,Percent of adults aged 18 years and older who have obesity,25.5,2157.0,,,Some college or technical school,,,
3830,2018,Florida,Percent of adults aged 18 years and older who have obesity,31.9,1455.0,,,,,"$25,000 - $34,999",
3831,2018,Alabama,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3832,2018,Oregon,Percent of adults aged 18 years and older who have obesity,31.8,193.0,,,,,,2 or more races
3834,2018,New York,Percent of adults aged 18 years and older who have obesity,22.1,12240.0,,,College graduate,,,
3835,2018,National,Percent of adults aged 18 years and older who have obesity,30.6,186217.0,,,,Male,,
3836,2018,Kansas,Percent of adults aged 18 years and older who have obesity,21.8,606.0,,18 - 24,,,,
3837,2018,Michigan,Percent of adults aged 18 years and older who have obesity,34.9,449.0,,,Less than high school,,,
3838,2018,Colorado,Percent of adults aged 18 years and older who have obesity,23.0,8234.0,Total,,,,,
3839,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,37.5,1469.0,,,High school graduate,,,
3840,2018,Washington,Percent of adults aged 18 years and older who have obesity,28.9,1379.0,,35 - 44,,,,
3841,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,18.5,529.0,,18 - 24,,,,
3842,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,39.2,403.0,,,,,"$25,000 - $34,999",
3843,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,31.1,1183.0,,45 - 54,,,,
3845,2018,Florida,Percent of adults aged 18 years and older who have obesity,30.7,1283.0,,,,,"Less than $15,000",
3846,2018,Oregon,Percent of adults aged 18 years and older who have obesity,26.9,494.0,,,,,"$25,000 - $34,999",
3847,2018,Nevada,Percent of adults aged 18 years and older who have obesity,34.2,372.0,,35 - 44,,,,
3848,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,36.3,3161.0,,,,,,Non-Hispanic White
3849,2018,Guam,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3851,2018,Colorado,Percent of adults aged 18 years and older who have obesity,21.3,6246.0,,,,,,Non-Hispanic White
3852,2018,Ohio,Percent of adults aged 18 years and older who have obesity,36.5,1638.0,,,,,"$50,000 - $74,999",
3853,2018,Guam,Percent of adults aged 18 years and older who have obesity,30.8,132.0,,,Less than high school,,,
3854,2018,Indiana,Percent of adults aged 18 years and older who have obesity,22.6,340.0,,18 - 24,,,,
3855,2018,Montana,Percent of adults aged 18 years and older who have obesity,33.6,1056.0,,55 - 64,,,,
3856,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3857,2018,Colorado,Percent of adults aged 18 years and older who have obesity,17.7,3824.0,,,College graduate,,,
3859,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,48.2,731.0,,45 - 54,,,,
3860,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,33.5,2224.0,,,,Male,,
3861,2018,Georgia,Percent of adults aged 18 years and older who have obesity,28.7,2367.0,,,,,"$75,000 or greater",
3863,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,29.6,1637.0,,,,,"$75,000 or greater",
3864,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,27.7,252.0,,,,,,Hispanic
3865,2018,Kansas,Percent of adults aged 18 years and older who have obesity,35.6,5129.0,,,,Female,,
3866,2018,Nevada,Percent of adults aged 18 years and older who have obesity,20.2,120.0,,,,,,2 or more races
3867,2018,Washington,Percent of adults aged 18 years and older who have obesity,36.8,767.0,,,,,,Hispanic
3868,2018,Vermont,Percent of adults aged 18 years and older who have obesity,31.1,1454.0,,55 - 64,,,,
3869,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3871,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,33.8,1305.0,,,,,"$25,000 - $34,999",
3874,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
3875,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,39.5,5477.0,Total,,,,,
3876,2018,Ohio,Percent of adults aged 18 years and older who have obesity,43.3,191.0,,,,,,Hispanic
3879,2018,Alabama,Percent of adults aged 18 years and older who have obesity,42.0,719.0,,35 - 44,,,,
3881,2018,Georgia,Percent of adults aged 18 years and older who have obesity,29.7,5064.0,,,,,,Non-Hispanic White
3883,2018,Montana,Percent of adults aged 18 years and older who have obesity,25.8,1649.0,,,College graduate,,,
3884,2018,Indiana,Percent of adults aged 18 years and older who have obesity,32.6,2765.0,,65 or older,,,,
3885,2018,Vermont,Percent of adults aged 18 years and older who have obesity,20.4,118.0,,,,,,2 or more races
3886,2018,Guam,Percent of adults aged 18 years and older who have obesity,26.3,149.0,,,,,,Non-Hispanic White
3889,2018,Texas,Percent of adults aged 18 years and older who have obesity,29.2,3942.0,,,College graduate,,,
3890,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,31.1,677.0,,,High school graduate,,,
3891,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,29.4,1879.0,,65 or older,,,,
3893,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,36.2,944.0,,45 - 54,,,,
3894,2018,Virginia,Percent of adults aged 18 years and older who have obesity,35.9,1258.0,,,,,"$50,000 - $74,999",
3895,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,37.4,1759.0,,,,,,Non-Hispanic Black
3896,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,36.1,2274.0,,,,Male,,
3897,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
3898,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,39.0,604.0,,,,,"$15,000 - $24,999",
3899,2018,Iowa,Percent of adults aged 18 years and older who have obesity,36.1,1396.0,,,,,"$50,000 - $74,999",
3900,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,24.2,684.0,,,,,Data not reported,
3902,2018,Illinois,Percent of adults aged 18 years and older who have obesity,30.9,410.0,,,,,Data not reported,
3903,2018,Iowa,Percent of adults aged 18 years and older who have obesity,27.9,1013.0,,,,,Data not reported,
3904,2018,Vermont,Percent of adults aged 18 years and older who have obesity,30.5,762.0,,,,,"$35,000 - $49,999",
3905,2018,Idaho,Percent of adults aged 18 years and older who have obesity,31.0,398.0,,35 - 44,,,,
3906,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,36.4,752.0,,35 - 44,,,,
3907,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,39.8,1107.0,,,,,"$50,000 - $74,999",
3908,2018,Illinois,Percent of adults aged 18 years and older who have obesity,25.1,2131.0,,,College graduate,,,
3909,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,25.4,1266.0,,65 or older,,,,
3910,2018,Texas,Percent of adults aged 18 years and older who have obesity,41.0,1288.0,,35 - 44,,,,
3911,2018,California,Percent of adults aged 18 years and older who have obesity,28.5,907.0,,,,,"$25,000 - $34,999",
3913,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,26.0,457.0,,45 - 54,,,,
3914,2018,Maine,Percent of adults aged 18 years and older who have obesity,36.1,842.0,,35 - 44,,,,
3915,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
3916,2018,Delaware,Percent of adults aged 18 years and older who have obesity,27.6,1686.0,,,College graduate,,,
3917,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,Data not reported,
3919,2018,Utah,Percent of adults aged 18 years and older who have obesity,27.8,9727.0,Total,,,,,
3920,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,42.8,224.0,,,,,,Non-Hispanic Black
3921,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,31.1,1910.0,,,High school graduate,,,
3922,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,30.7,1235.0,,,High school graduate,,,
3923,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,55 - 64,,,,
3924,2018,Utah,Percent of adults aged 18 years and older who have obesity,40.9,63.0,,,,,,Non-Hispanic Black
3925,2018,Idaho,Percent of adults aged 18 years and older who have obesity,29.3,364.0,,,,,"$25,000 - $34,999",
3926,2018,Idaho,Percent of adults aged 18 years and older who have obesity,24.8,924.0,,,High school graduate,,,
3927,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
3928,2018,Ohio,Percent of adults aged 18 years and older who have obesity,20.0,616.0,,18 - 24,,,,
3929,2018,Alabama,Percent of adults aged 18 years and older who have obesity,36.2,6144.0,Total,,,,,
3930,2018,Maine,Percent of adults aged 18 years and older who have obesity,30.3,9560.0,,,,,,Non-Hispanic White
3931,2018,Delaware,Percent of adults aged 18 years and older who have obesity,12.6,92.0,,,,,,Asian
3932,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,34.7,2768.0,,,Some college or technical school,,,
3933,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,36.2,526.0,,,,,"$25,000 - $34,999",
3934,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,16.3,414.0,,,,,Data not reported,
3935,2018,Kansas,Percent of adults aged 18 years and older who have obesity,37.1,1529.0,,,,,"$50,000 - $74,999",
3936,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,33.9,1369.0,,,Some college or technical school,,,
3937,2018,National,Percent of adults aged 18 years and older who have obesity,11.5,8341.0,,,,,,Asian
3938,2018,Michigan,Percent of adults aged 18 years and older who have obesity,8.0,156.0,,,,,,Asian
3939,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,23.7,661.0,,,,,"$50,000 - $74,999",
3940,2018,Delaware,Percent of adults aged 18 years and older who have obesity,42.1,351.0,,,Less than high school,,,
3942,2018,National,Percent of adults aged 18 years and older who have obesity,35.1,82636.0,,55 - 64,,,,
3943,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,30.8,2679.0,,65 or older,,,,
3944,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,"$35,000 - $49,999",
3945,2018,Utah,Percent of adults aged 18 years and older who have obesity,24.5,3808.0,,,College graduate,,,
3946,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,16.7,341.0,,18 - 24,,,,
3947,2018,Maryland,Percent of adults aged 18 years and older who have obesity,41.8,108.0,,,,,,American Indian/Alaska Native
